country	year	pop	continent	lifeExp	gdpPercap
498	Guatemala	1977	5703430	Americas	56.029	4879.992748
499	Guatemala	1982	6395630	Americas	58.137	4820.49479
500	Guatemala	1987	7326406	Americas	60.782	4246.485974
501	Guatemala	1992	8486949	Americas	63.373	4439.45084
502	Guatemala	1997	9803875	Americas	66.322	4684.313807
503	Guatemala	2002	11178650	Americas	68.978	4858.347495
504	Guatemala	2007	12572928	Americas	70.259	5186.050003
505	Dominican Republic	1952	2491346	Americas	45.928	1397.717137
506	Dominican Republic	1957	2923186	Americas	49.828	1544.402995
507	Dominican Republic	1962	3453434	Americas	53.459	1662.137359
508	Dominican Republic	1967	4049146	Americas	56.751	1653.723003
509	Dominican Republic	1972	4671329	Americas	59.631	2189.874499
510	Dominican Republic	1977	5302800	Americas	61.788	2681.9889
511	Dominican Republic	1982	5968349	Americas	63.727	2861.092386
512	Dominican Republic	1987	6655297	Americas	66.046	2899.842175
513	Dominican Republic	1992	7351181	Americas	68.457	3044.214214
514	Dominican Republic	1997	7992357	Americas	69.957	3614.101285
515	Dominican Republic	2002	8650322	Americas	70.847	4563.808154
516	Dominican Republic	2007	9319622	Americas	72.235	6025.374752
517	Bolivia	1952	2883315	Americas	40.414	2677.326347
518	Bolivia	1957	3211738	Americas	41.89	2127.686326
519	Bolivia	1962	3593918	Americas	43.428	2180.972546
520	Bolivia	1967	4040665	Americas	45.032	2586.886053
521	Bolivia	1972	4565872	Americas	46.714	2980.331339
522	Bolivia	1977	5079716	Americas	50.023	3548.097832
523	Bolivia	1982	5642224	Americas	53.859	3156.510452
524	Bolivia	1987	6156369	Americas	57.251	2753.69149
525	Bolivia	1992	6893451	Americas	59.957	2961.699694
526	Bolivia	1997	7693188	Americas	62.05	3326.143191
527	Bolivia	2002	8445134	Americas	63.883	3413.26269
528	Bolivia	2007	9119152	Americas	65.554	3822.137084
529	Haiti	1952	3201488	Americas	37.579	1840.366939
530	Haiti	1957	3507701	Americas	40.696	1726.887882
531	Haiti	1962	3880130	Americas	43.59	1796.589032
532	Haiti	1967	4318137	Americas	46.243	1452.057666
533	Haiti	1972	4698301	Americas	48.042	1654.456946
534	Haiti	1977	4908554	Americas	49.923	1874.298931
535	Haiti	1982	5198399	Americas	51.461	2011.159549
536	Haiti	1987	5756203	Americas	53.636	1823.015995
537	Haiti	1992	6326682	Americas	55.089	1456.309517
538	Haiti	1997	6913545	Americas	56.671	1341.726931
539	Haiti	2002	7607651	Americas	58.137	1270.364932
540	Haiti	2007	8502814	Americas	60.916	1201.637154
541	El Salvador	1952	2042865	Americas	45.262	3048.3029
542	El Salvador	1957	2355805	Americas	48.57	3421.523218
543	El Salvador	1962	2747687	Americas	52.307	3776.803627
544	El Salvador	1967	3232927	Americas	55.855	4358.595393
545	El Salvador	1972	3790903	Americas	58.207	4520.246008
546	El Salvador	1977	4282586	Americas	56.696	5138.922374
547	El Salvador	1982	4474873	Americas	56.604	4098.344175
548	El Salvador	1987	4842194	Americas	63.154	4140.442097
549	El Salvador	1992	5274649	Americas	66.798	4444.2317
550	El Salvador	1997	5783439	Americas	69.535	5154.825496
551	El Salvador	2002	6353681	Americas	70.734	5351.568666
552	El Salvador	2007	6939688	Americas	71.878	5728.353514
553	Honduras	1952	1517453	Americas	41.912	2194.926204
554	Honduras	1957	1770390	Americas	44.665	2220.487682
555	Honduras	1962	2090162	Americas	48.041	2291.156835
556	Honduras	1967	2500689	Americas	50.924	2538.269358
557	Honduras	1972	2965146	Americas	53.884	2529.842345
558	Honduras	1977	3055235	Americas	57.402	3203.208066
559	Honduras	1982	3669448	Americas	60.909	3121.760794
560	Honduras	1987	4372203	Americas	64.492	3023.096699
561	Honduras	1992	5077347	Americas	66.399	3081.694603
562	Honduras	1997	5867957	Americas	67.659	3160.454906
563	Honduras	2002	6677328	Americas	68.565	3099.72866
564	Honduras	2007	7483763	Americas	70.198	3548.330846
565	Paraguay	1952	1555876	Americas	62.649	1952.308701
566	Paraguay	1957	1770902	Americas	63.196	2046.154706
567	Paraguay	1962	2009813	Americas	64.361	2148.027146
568	Paraguay	1967	2287985	Americas	64.951	2299.376311
569	Paraguay	1972	2614104	Americas	65.815	2523.337977
570	Paraguay	1977	2984494	Americas	66.353	3248.373311
571	Paraguay	1982	3366439	Americas	66.874	4258.503604
572	Paraguay	1987	3886512	Americas	67.378	3998.875695
573	Paraguay	1992	4483945	Americas	68.225	4196.411078
574	Paraguay	1997	5154123	Americas	69.4	4247.400261
575	Paraguay	2002	5884491	Americas	70.755	3783.674243
576	Paraguay	2007	6667147	Americas	71.752	4172.838464
577	Puerto Rico	1952	2227000	Americas	64.28	3081.959785
578	Puerto Rico	1957	2260000	Americas	68.54	3907.156189
579	Puerto Rico	1962	2448046	Americas	69.62	5108.34463
580	Puerto Rico	1967	2648961	Americas	71.1	6929.277714
581	Puerto Rico	1972	2847132	Americas	72.16	9123.041742
582	Puerto Rico	1977	3080828	Americas	73.44	9770.524921
583	Puerto Rico	1982	3279001	Americas	73.75	10330.98915
584	Puerto Rico	1987	3444468	Americas	74.63	12281.34191
585	Puerto Rico	1992	3585176	Americas	73.911	14641.58711
586	Puerto Rico	1997	3759430	Americas	74.917	16999.4333
587	Puerto Rico	2002	3859606	Americas	77.778	18855.60618
588	Puerto Rico	2007	3942491	Americas	78.746	19328.70901
589	Nicaragua	1952	1165790	Americas	42.314	3112.363948
590	Nicaragua	1957	1358828	Americas	45.432	3457.415947
591	Nicaragua	1962	1590597	Americas	48.632	3634.364406
592	Nicaragua	1967	1865490	Americas	51.884	4643.393534
593	Nicaragua	1972	2182908	Americas	55.151	4688.593267
594	Nicaragua	1977	2554598	Americas	57.47	5486.371089
595	Nicaragua	1982	2979423	Americas	59.298	3470.338156
596	Nicaragua	1987	3344353	Americas	62.008	2955.984375
597	Nicaragua	1992	4017939	Americas	65.843	2170.151724
598	Nicaragua	1997	4609572	Americas	68.426	2253.023004
599	Nicaragua	2002	5146848	Americas	70.836	2474.548819
600	Nicaragua	2007	5675356	Americas	72.899	2749.320965
601	Uruguay	1952	2252965	Americas	66.071	5716.766744
602	Uruguay	1957	2424959	Americas	67.044	6150.772969
603	Uruguay	1962	2598466	Americas	68.253	5603.357717
604	Uruguay	1967	2748579	Americas	68.468	5444.61962
605	Uruguay	1972	2829526	Americas	68.673	5703.408898
606	Uruguay	1977	2873520	Americas	69.481	6504.339663
607	Uruguay	1982	2953997	Americas	70.805	6920.223051
608	Uruguay	1987	3045153	Americas	71.918	7452.398969
609	Uruguay	1992	3149262	Americas	72.752	8137.004775
610	Uruguay	1997	3262838	Americas	74.223	9230.240708
611	Uruguay	2002	3363085	Americas	75.307	7727.002004
612	Uruguay	2007	3447496	Americas	76.384	10611.46299
613	Costa Rica	1952	926317	Americas	57.206	2627.009471
614	Costa Rica	1957	1112300	Americas	60.026	2990.010802
615	Costa Rica	1962	1345187	Americas	62.842	3460.937025
616	Costa Rica	1967	1588717	Americas	65.424	4161.727834
617	Costa Rica	1972	1834796	Americas	67.849	5118.146939
618	Costa Rica	1977	2108457	Americas	70.75	5926.876967
619	Costa Rica	1982	2424367	Americas	73.45	5262.734751
620	Costa Rica	1987	2799811	Americas	74.752	5629.915318
621	Costa Rica	1992	3173216	Americas	75.713	6160.416317
622	Costa Rica	1997	3518107	Americas	77.26	6677.045314
623	Costa Rica	2002	3834934	Americas	78.123	7723.447195
624	Costa Rica	2007	4133884	Americas	78.782	9645.06142
625	Jamaica	1952	1426095	Americas	58.53	2898.530881
626	Jamaica	1957	1535090	Americas	62.61	4756.525781
627	Jamaica	1962	1665128	Americas	65.61	5246.107524
628	Jamaica	1967	1861096	Americas	67.51	6124.703451
629	Jamaica	1972	1997616	Americas	69	7433.889293
630	Jamaica	1977	2156814	Americas	70.11	6650.195573
631	Jamaica	1982	2298309	Americas	71.21	6068.05135
632	Jamaica	1987	2326606	Americas	71.77	6351.237495
633	Jamaica	1992	2378618	Americas	71.766	7404.923685
634	Jamaica	1997	2531311	Americas	72.262	7121.924704
635	Jamaica	2002	2664659	Americas	72.047	6994.774861
636	Jamaica	2007	2780132	Americas	72.567	7320.880262
637	Panama	1952	940080	Americas	55.191	2480.380334
638	Panama	1957	1063506	Americas	59.201	2961.800905
639	Panama	1962	1215725	Americas	61.817	3536.540301
640	Panama	1967	1405486	Americas	64.071	4421.009084
641	Panama	1972	1616384	Americas	66.216	5364.249663
642	Panama	1977	1839782	Americas	68.681	5351.912144
643	Panama	1982	2036305	Americas	70.472	7009.601598
644	Panama	1987	2253639	Americas	71.523	7034.779161
645	Panama	1992	2484997	Americas	72.462	6618.74305
646	Panama	1997	2734531	Americas	73.738	7113.692252
647	Panama	2002	2990875	Americas	74.712	7356.031934
648	Panama	2007	3242173	Americas	75.537	9809.185636
649	Trinidad and Tobago	1952	662850	Americas	59.1	3023.271928
650	Trinidad and Tobago	1957	764900	Americas	61.8	4100.3934
651	Trinidad and Tobago	1962	887498	Americas	64.9	4997.523971
652	Trinidad and Tobago	1967	960155	Americas	65.4	5621.368472
653	Trinidad and Tobago	1972	975199	Americas	65.9	6619.551419
654	Trinidad and Tobago	1977	1039009	Americas	68.3	7899.554209
655	Trinidad and Tobago	1982	1116479	Americas	68.832	9119.528607
656	Trinidad and Tobago	1987	1191336	Americas	69.582	7388.597823
657	Trinidad and Tobago	1992	1183669	Americas	69.862	7370.990932
658	Trinidad and Tobago	1997	1138101	Americas	69.465	8792.573126
659	Trinidad and Tobago	2002	1101832	Americas	68.976	11460.60023
660	Trinidad and Tobago	2007	1056608	Americas	69.819	18008.50924
661	China	1952	556263527.999989	Asia	44	400.448610699994
662	China	1957	637408000	Asia	50.54896	575.9870009
663	China	1962	665770000	Asia	44.50136	487.6740183
664	China	1967	754550000	Asia	58.38112	612.7056934
665	China	1972	862030000	Asia	63.11888	676.9000921
666	China	1977	943455000	Asia	63.96736	741.2374699
667	China	1982	1000281000	Asia	65.525	962.4213805
668	China	1987	1084035000	Asia	67.274	1378.904018
669	China	1992	1164970000	Asia	68.69	1655.784158
670	China	1997	1230075000	Asia	70.426	2289.234136
671	China	2002	1280400000	Asia	72.028	3119.280896
672	China	2007	1318683096	Asia	72.961	4959.114854
673	India	1952	3.72e+08	Asia	37.373	546.5657493
674	India	1957	4.09e+08	Asia	40.249	590.061996
675	India	1962	4.54e+08	Asia	43.605	658.3471509
676	India	1967	5.06e+08	Asia	47.193	700.7706107
677	India	1972	5.67e+08	Asia	50.651	724.032527
678	India	1977	6.34e+08	Asia	54.208	813.337323
679	India	1982	7.08e+08	Asia	56.596	855.7235377
680	India	1987	7.88e+08	Asia	58.553	976.5126756
681	India	1992	8.72e+08	Asia	60.223	1164.406809
682	India	1997	9.59e+08	Asia	61.765	1458.817442
683	India	2002	1034172547	Asia	62.879	1746.769454
684	India	2007	1110396331	Asia	64.698	2452.210407
685	Indonesia	1952	82052000	Asia	37.468	749.6816546
686	Indonesia	1957	90124000	Asia	39.918	858.9002707
687	Indonesia	1962	99028000	Asia	42.518	849.2897701
688	Indonesia	1967	109343000	Asia	45.964	762.4317721
689	Indonesia	1972	121282000	Asia	49.203	1111.107907
690	Indonesia	1977	136725000	Asia	52.702	1382.702056
691	Indonesia	1982	153343000	Asia	56.159	1516.872988
692	Indonesia	1987	169276000	Asia	60.137	1748.356961
693	Indonesia	1992	184816000	Asia	62.681	2383.140898
694	Indonesia	1997	199278000	Asia	66.041	3119.335603
695	Indonesia	2002	211060000	Asia	68.588	2873.91287
696	Indonesia	2007	223547000	Asia	70.65	3540.651564
697	Japan	1952	86459025	Asia	63.03	3216.956347
698	Japan	1957	91563009	Asia	65.5	4317.694365
699	Japan	1962	95831757	Asia	68.73	6576.649461
700	Japan	1967	100825279	Asia	71.43	9847.788607
701	Japan	1972	107188273	Asia	73.42	14778.78636
702	Japan	1977	113872473	Asia	75.38	16610.37701
703	Japan	1982	118454974	Asia	77.11	19384.10571
704	Japan	1987	122091325	Asia	78.67	22375.94189
705	Japan	1992	124329269	Asia	79.36	26824.89511
706	Japan	1997	125956499	Asia	80.69	28816.58499
707	Japan	2002	127065841	Asia	82	28604.5919
708	Japan	2007	127467972	Asia	82.603	31656.06806
709	Pakistan	1952	41346560	Asia	43.436	684.5971438
710	Pakistan	1957	46679944	Asia	45.557	747.0835292
711	Pakistan	1962	53100671	Asia	47.67	803.3427418
712	Pakistan	1967	60641899	Asia	49.8	942.4082588
713	Pakistan	1972	69325921	Asia	51.929	1049.938981
714	Pakistan	1977	78152686	Asia	54.043	1175.921193
715	Pakistan	1982	91462088	Asia	56.158	1443.429832
716	Pakistan	1987	105186881	Asia	58.245	1704.686583
717	Pakistan	1992	120065004	Asia	60.838	1971.829464
718	Pakistan	1997	135564834	Asia	61.818	2049.350521
719	Pakistan	2002	153403524	Asia	63.61	2092.712441
720	Pakistan	2007	169270617	Asia	65.483	2605.94758
721	Bangladesh	1952	46886859	Asia	37.484	684.2441716
722	Bangladesh	1957	51365468	Asia	39.348	661.6374577
723	Bangladesh	1962	56839289	Asia	41.216	686.3415538
724	Bangladesh	1967	62821884	Asia	43.453	721.1860862
725	Bangladesh	1972	70759295	Asia	45.252	630.2336265
726	Bangladesh	1977	80428306	Asia	46.923	659.8772322
727	Bangladesh	1982	93074406	Asia	50.009	676.9818656
728	Bangladesh	1987	103764241	Asia	52.819	751.9794035
729	Bangladesh	1992	113704579	Asia	56.018	837.8101643
730	Bangladesh	1997	123315288	Asia	59.412	972.7700352
731	Bangladesh	2002	135656790	Asia	62.013	1136.39043
732	Bangladesh	2007	150448339	Asia	64.062	1391.253792
733	Vietnam	1952	26246839	Asia	40.412	605.0664917
734	Vietnam	1957	28998543	Asia	42.887	676.2854478
735	Vietnam	1962	33796140	Asia	45.363	772.0491602
736	Vietnam	1967	39463910	Asia	47.838	637.1232887
737	Vietnam	1972	44655014	Asia	50.254	699.5016441
738	Vietnam	1977	50533506	Asia	55.764	713.5371196
739	Vietnam	1982	56142181	Asia	58.816	707.2357863
740	Vietnam	1987	62826491	Asia	62.82	820.7994449
741	Vietnam	1992	69940728	Asia	67.662	989.0231487
742	Vietnam	1997	76048996	Asia	70.672	1385.896769
743	Vietnam	2002	80908147	Asia	73.017	1764.456677
744	Vietnam	2007	85262356	Asia	74.249	2441.576404
745	Philippines	1952	22438691	Asia	47.752	1272.880995
746	Philippines	1957	26072194	Asia	51.334	1547.944844
747	Philippines	1962	30325264	Asia	54.757	1649.552153
748	Philippines	1967	35356600	Asia	56.393	1814.12743
749	Philippines	1972	40850141	Asia	58.065	1989.37407
750	Philippines	1977	46850962	Asia	60.06	2373.204287
751	Philippines	1982	53456774	Asia	62.082	2603.273765
752	Philippines	1987	60017788	Asia	64.151	2189.634995
753	Philippines	1992	67185766	Asia	66.458	2279.324017
754	Philippines	1997	75012988	Asia	68.564	2536.534925
755	Philippines	2002	82995088	Asia	70.303	2650.921068
756	Philippines	2007	91077287	Asia	71.688	3190.481016
757	Thailand	1952	21289402	Asia	50.848	757.7974177
758	Thailand	1957	25041917	Asia	53.63	793.5774148
759	Thailand	1962	29263397	Asia	56.061	1002.199172
760	Thailand	1967	34024249	Asia	58.285	1295.46066
761	Thailand	1972	39276153	Asia	60.405	1524.358936
762	Thailand	1977	44148285	Asia	62.494	1961.224635
763	Thailand	1982	48827160	Asia	64.597	2393.219781
764	Thailand	1987	52910342	Asia	66.084	2982.653773
765	Thailand	1992	56667095	Asia	67.298	4616.896545
766	Thailand	1997	60216677	Asia	67.521	5852.625497
767	Thailand	2002	62806748	Asia	68.564	5913.187529
768	Thailand	2007	65068149	Asia	70.616	7458.396327
769	Iran	1952	17272000	Asia	44.869	3035.326002
770	Iran	1957	19792000	Asia	47.181	3290.257643
771	Iran	1962	22874000	Asia	49.325	4187.329802
772	Iran	1967	26538000	Asia	52.469	5906.731805
773	Iran	1972	30614000	Asia	55.234	9613.818607
774	Iran	1977	35480679	Asia	57.702	11888.59508
775	Iran	1982	43072751	Asia	59.62	7608.334602
776	Iran	1987	51889696	Asia	63.04	6642.881371
777	Iran	1992	60397973	Asia	65.742	7235.653188
778	Iran	1997	63327987	Asia	68.042	8263.590301
779	Iran	2002	66907826	Asia	69.451	9240.761975
780	Iran	2007	69453570	Asia	70.964	11605.71449
781	Korea, Rep.	1952	20947571	Asia	47.453	1030.592226
782	Korea, Rep.	1957	22611552	Asia	52.681	1487.593537
783	Korea, Rep.	1962	26420307	Asia	55.292	1536.344387
784	Korea, Rep.	1967	30131000	Asia	57.716	2029.228142
785	Korea, Rep.	1972	33505000	Asia	62.612	3030.87665
786	Korea, Rep.	1977	36436000	Asia	64.766	4657.22102
787	Korea, Rep.	1982	39326000	Asia	67.123	5622.942464
788	Korea, Rep.	1987	41622000	Asia	69.81	8533.088805
789	Korea, Rep.	1992	43805450	Asia	72.244	12104.27872
790	Korea, Rep.	1997	46173816	Asia	74.647	15993.52796
791	Korea, Rep.	2002	47969150	Asia	77.045	19233.98818
792	Korea, Rep.	2007	49044790	Asia	78.623	23348.13973
793	Myanmar	1952	20092996	Asia	36.319	331
794	Myanmar	1957	21731844	Asia	41.905	350
795	Myanmar	1962	23634436	Asia	45.108	388
796	Myanmar	1967	25870271	Asia	49.379	349
797	Myanmar	1972	28466390	Asia	53.07	357
798	Myanmar	1977	31528087	Asia	56.059	371
799	Myanmar	1982	34680442	Asia	58.056	424
800	Myanmar	1987	38028578	Asia	58.339	385
801	Myanmar	1992	40546538	Asia	59.32	347
802	Myanmar	1997	43247867	Asia	60.328	415
803	Myanmar	2002	45598081	Asia	59.908	611
804	Myanmar	2007	47761980	Asia	62.069	944
805	Taiwan	1952	8550362	Asia	58.5	1206.947913
806	Taiwan	1957	10164215	Asia	62.4	1507.86129
807	Taiwan	1962	11918938	Asia	65.2	1822.879028
808	Taiwan	1967	13648692	Asia	67.5	2643.858681
809	Taiwan	1972	15226039	Asia	69.39	4062.523897
810	Taiwan	1977	16785196	Asia	70.59	5596.519826
811	Taiwan	1982	18501390	Asia	72.16	7426.354774
812	Taiwan	1987	19757799	Asia	73.4	11054.56175
813	Taiwan	1992	20686918	Asia	74.26	15215.6579
814	Taiwan	1997	21628605	Asia	75.25	20206.82098
815	Taiwan	2002	22454239	Asia	76.99	23235.42329
816	Taiwan	2007	23174294	Asia	78.4	28718.27684
817	Korea, Dem. Rep.	1952	8865488	Asia	50.056	1088.277758
818	Korea, Dem. Rep.	1957	9411381	Asia	54.081	1571.134655
819	Korea, Dem. Rep.	1962	10917494	Asia	56.656	1621.693598
820	Korea, Dem. Rep.	1967	12617009	Asia	59.942	2143.540609
821	Korea, Dem. Rep.	1972	14781241	Asia	63.983	3701.621503
822	Korea, Dem. Rep.	1977	16325320	Asia	67.159	4106.301249
823	Korea, Dem. Rep.	1982	17647518	Asia	69.1	4106.525293
824	Korea, Dem. Rep.	1987	19067554	Asia	70.647	4106.492315
825	Korea, Dem. Rep.	1992	20711375	Asia	69.978	3726.063507
826	Korea, Dem. Rep.	1997	21585105	Asia	67.727	1690.756814
827	Korea, Dem. Rep.	2002	22215365	Asia	66.662	1646.758151
828	Korea, Dem. Rep.	2007	23301725	Asia	67.297	1593.06548
829	Nepal	1952	9182536	Asia	36.157	545.8657229
830	Nepal	1957	9682338	Asia	37.686	597.9363558
831	Nepal	1962	10332057	Asia	39.393	652.3968593
832	Nepal	1967	11261690	Asia	41.472	676.4422254
833	Nepal	1972	12412593	Asia	43.971	674.7881296
834	Nepal	1977	13933198	Asia	46.748	694.1124398
835	Nepal	1982	15796314	Asia	49.594	718.3730947
836	Nepal	1987	17917180	Asia	52.537	775.6324501
837	Nepal	1992	20326209	Asia	55.727	897.7403604
838	Nepal	1997	23001113	Asia	59.426	1010.892138
839	Nepal	2002	25873917	Asia	61.34	1057.206311
840	Nepal	2007	28901790	Asia	63.785	1091.359778
841	Afghanistan	1952	8425333	Asia	28.801	779.4453145
842	Afghanistan	1957	9240934	Asia	30.332	820.8530296
843	Afghanistan	1962	10267083	Asia	31.997	853.10071
844	Afghanistan	1967	11537966	Asia	34.02	836.1971382
845	Afghanistan	1972	13079460	Asia	36.088	739.9811058
846	Afghanistan	1977	14880372	Asia	38.438	786.11336
847	Afghanistan	1982	12881816	Asia	39.854	978.0114388
848	Afghanistan	1987	13867957	Asia	40.822	852.3959448
849	Afghanistan	1992	16317921	Asia	41.674	649.3413952
850	Afghanistan	1997	22227415	Asia	41.763	635.341351
851	Afghanistan	2002	25268405	Asia	42.129	726.7340548
852	Afghanistan	2007	31889923	Asia	43.828	974.5803384
853	Sri Lanka	1952	7982342	Asia	57.593	1083.53203
854	Sri Lanka	1957	9128546	Asia	61.456	1072.546602
855	Sri Lanka	1962	10421936	Asia	62.192	1074.47196
856	Sri Lanka	1967	11737396	Asia	64.266	1135.514326
857	Sri Lanka	1972	13016733	Asia	65.042	1213.39553
858	Sri Lanka	1977	14116836	Asia	65.949	1348.775651
859	Sri Lanka	1982	15410151	Asia	68.757	1648.079789
860	Sri Lanka	1987	16495304	Asia	69.011	1876.766827
861	Sri Lanka	1992	17587060	Asia	70.379	2153.739222
862	Sri Lanka	1997	18698655	Asia	70.457	2664.477257
863	Sri Lanka	2002	19576783	Asia	70.815	3015.378833
864	Sri Lanka	2007	20378239	Asia	72.396	3970.095407
865	Malaysia	1952	6748378	Asia	48.463	1831.132894
866	Malaysia	1957	7739235	Asia	52.102	1810.066992
867	Malaysia	1962	8906385	Asia	55.737	2036.884944
868	Malaysia	1967	10154878	Asia	59.371	2277.742396
869	Malaysia	1972	11441462	Asia	63.01	2849.09478
870	Malaysia	1977	12845381	Asia	65.256	3827.921571
871	Malaysia	1982	14441916	Asia	68	4920.355951
872	Malaysia	1987	16331785	Asia	69.5	5249.802653
873	Malaysia	1992	18319502	Asia	70.693	7277.912802
874	Malaysia	1997	20476091	Asia	71.938	10132.90964
875	Malaysia	2002	22662365	Asia	73.044	10206.97794
876	Malaysia	2007	24821286	Asia	74.241	12451.6558
877	Iraq	1952	5441766	Asia	45.32	4129.766056
878	Iraq	1957	6248643	Asia	48.437	6229.333562
879	Iraq	1962	7240260	Asia	51.457	8341.737815
880	Iraq	1967	8519282	Asia	54.459	8931.459811
881	Iraq	1972	10061506	Asia	56.95	9576.037596
882	Iraq	1977	11882916	Asia	60.413	14688.23507
883	Iraq	1982	14173318	Asia	62.038	14517.90711
884	Iraq	1987	16543189	Asia	65.044	11643.57268
885	Iraq	1992	17861905	Asia	59.461	3745.640687
886	Iraq	1997	20775703	Asia	58.811	3076.239795
887	Iraq	2002	24001816	Asia	57.046	4390.717312
888	Iraq	2007	27499638	Asia	59.545	4471.061906
889	Saudi Arabia	1952	4005677	Asia	39.875	6459.554823
890	Saudi Arabia	1957	4419650	Asia	42.868	8157.591248
891	Saudi Arabia	1962	4943029	Asia	45.914	11626.41975
892	Saudi Arabia	1967	5618198	Asia	49.901	16903.04886
893	Saudi Arabia	1972	6472756	Asia	53.886	24837.42865
894	Saudi Arabia	1977	8128505	Asia	58.69	34167.7626
895	Saudi Arabia	1982	11254672	Asia	63.012	33693.17525
896	Saudi Arabia	1987	14619745	Asia	66.295	21198.26136
897	Saudi Arabia	1992	16945857	Asia	68.768	24841.61777
898	Saudi Arabia	1997	21229759	Asia	70.533	20586.69019
899	Saudi Arabia	2002	24501530	Asia	71.626	19014.54118
900	Saudi Arabia	2007	27601038	Asia	72.777	21654.83194
901	Yemen, Rep.	1952	4963829	Asia	32.548	781.7175761
902	Yemen, Rep.	1957	5498090	Asia	33.97	804.8304547
903	Yemen, Rep.	1962	6120081	Asia	35.18	825.6232006
904	Yemen, Rep.	1967	6740785	Asia	36.984	862.4421463
905	Yemen, Rep.	1972	7407075	Asia	39.848	1265.047031
906	Yemen, Rep.	1977	8403990	Asia	44.175	1829.765177
907	Yemen, Rep.	1982	9657618	Asia	49.113	1977.55701
908	Yemen, Rep.	1987	11219340	Asia	52.922	1971.741538
909	Yemen, Rep.	1992	13367997	Asia	55.599	1879.496673
910	Yemen, Rep.	1997	15826497	Asia	58.02	2117.484526
911	Yemen, Rep.	2002	18701257	Asia	60.308	2234.820827
912	Yemen, Rep.	2007	22211743	Asia	62.698	2280.769906
913	Syria	1952	3661549	Asia	45.883	1643.485354
914	Syria	1957	4149908	Asia	48.284	2117.234893
915	Syria	1962	4834621	Asia	50.305	2193.037133
916	Syria	1967	5680812	Asia	53.655	1881.923632
917	Syria	1972	6701172	Asia	57.296	2571.423014
918	Syria	1977	7932503	Asia	61.195	3195.484582
919	Syria	1982	9410494	Asia	64.59	3761.837715
920	Syria	1987	11242847	Asia	66.974	3116.774285
921	Syria	1992	13219062	Asia	69.249	3340.542768
922	Syria	1997	15081016	Asia	71.527	4014.238972
923	Syria	2002	17155814	Asia	73.053	4090.925331
924	Syria	2007	19314747	Asia	74.143	4184.548089
925	Cambodia	1952	4693836	Asia	39.417	368.4692856
926	Cambodia	1957	5322536	Asia	41.366	434.0383364
927	Cambodia	1962	6083619	Asia	43.415	496.9136476
928	Cambodia	1967	6960067	Asia	45.415	523.4323142
929	Cambodia	1972	7450606	Asia	40.317	421.6240257
930	Cambodia	1977	6978607	Asia	31.22	524.9721832
931	Cambodia	1982	7272485	Asia	50.957	624.4754784
932	Cambodia	1987	8371791	Asia	53.914	683.8955732
933	Cambodia	1992	10150094	Asia	55.803	682.3031755
934	Cambodia	1997	11782962	Asia	56.534	734.28517
935	Cambodia	2002	12926707	Asia	56.752	896.2260153
936	Cambodia	2007	14131858	Asia	59.723	1713.778686
937	Hong Kong, China	1952	2125900	Asia	60.96	3054.421209
938	Hong Kong, China	1957	2736300	Asia	64.75	3629.076457
939	Hong Kong, China	1962	3305200	Asia	67.65	4692.648272
940	Hong Kong, China	1967	3722800	Asia	70	6197.962814
941	Hong Kong, China	1972	4115700	Asia	72	8315.928145
942	Hong Kong, China	1977	4583700	Asia	73.6	11186.14125
943	Hong Kong, China	1982	5264500	Asia	75.45	14560.53051
944	Hong Kong, China	1987	5584510	Asia	76.2	20038.47269
945	Hong Kong, China	1992	5829696	Asia	77.601	24757.60301
946	Hong Kong, China	1997	6495918	Asia	80	28377.63219
947	Hong Kong, China	2002	6762476	Asia	81.495	30209.01516
948	Hong Kong, China	2007	6980412	Asia	82.208	39724.97867
949	Israel	1952	1620914	Asia	65.39	4086.522128
950	Israel	1957	1944401	Asia	67.84	5385.278451
951	Israel	1962	2310904	Asia	69.39	7105.630706
952	Israel	1967	2693585	Asia	70.75	8393.741404
953	Israel	1972	3095893	Asia	71.63	12786.93223
954	Israel	1977	3495918	Asia	73.06	13306.61921
955	Israel	1982	3858421	Asia	74.45	15367.0292
956	Israel	1987	4203148	Asia	75.6	17122.47986
957	Israel	1992	4936550	Asia	76.93	18051.52254
958	Israel	1997	5531387	Asia	78.269	20896.60924
959	Israel	2002	6029529	Asia	79.696	21905.59514
960	Israel	2007	6426679	Asia	80.745	25523.2771
961	Lebanon	1952	1439529	Asia	55.928	4834.804067
962	Lebanon	1957	1647412	Asia	59.489	6089.786934
963	Lebanon	1962	1886848	Asia	62.094	5714.560611
964	Lebanon	1967	2186894	Asia	63.87	6006.983042
965	Lebanon	1972	2680018	Asia	65.421	7486.384341
966	Lebanon	1977	3115787	Asia	66.099	8659.696836
967	Lebanon	1982	3086876	Asia	66.983	7640.519521
968	Lebanon	1987	3089353	Asia	67.926	5377.091329
969	Lebanon	1992	3219994	Asia	69.292	6890.806854
970	Lebanon	1997	3430388	Asia	70.265	8754.96385
971	Lebanon	2002	3677780	Asia	71.028	9313.93883
972	Lebanon	2007	3921278	Asia	71.993	10461.05868
973	Singapore	1952	1127000	Asia	60.396	2315.138227
974	Singapore	1957	1445929	Asia	63.179	2843.104409
975	Singapore	1962	1750200	Asia	65.798	3674.735572
